name,location,mileage,price,Exterior color,interior color,Drivetrain,MPG,Fuel type,Transmission,Engine,Accidents or damage,1-owner vehicle,Personal use only
2019 Chevrolet Blazer RS,"9700 Indianapolis Blvd Highland, IN 46322","71,132 mi.","$26,700 $1,800 price drop",Summit White,Jet Black,All-wheel Drive,18–25,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",None reported,No,No
2024 Acura MDX Technology Package,"1149 West Golf Road Hoffman Estates, IL 60169",15 mi.,"$59,000 MSRP $59,000",Liquid Carbon Metallic,Ebony,All-wheel Drive,19–25,Gasoline,Automatic,"3.5L V-6 gasoline direct injection, i-VTEC variable valve contro",,,
2019 Land Rover Range Rover Sport HSE Dynamic,"1565 West Ogden Avenue Naperville, IL 60540","65,888 mi.","$38,977 $1,000 price drop",Narvik Black,Ivory/Ebony/Ebony/Ivory/Ebony,Four-wheel Drive,17–23,Gasoline,Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,",None reported,No,No
2024 Mercedes-Benz GLB 250 Base 4MATIC,"1569 W. Ogden Ave. Naperville, IL 60540",17 mi.,"$51,325 ",Polar White,Macchiato Beige,All-wheel Drive,22–30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,,,
2024 Jeep Grand Cherokee Limited,"1565 West Ogden Avenue Naperville, IL 60540",9 mi.,"$44,185 MSRP $52,810 $500 price drop",Baltic Gray Metallic Clearcoat,B6x7,Four-wheel Drive,19–26,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, regular unleade",,,
2024 Ford Transit-250 148 WB Medium Roof Cargo,"330 E Roosevelt Rd West Chicago, IL 60185",12 mi.,"$59,815 MSRP $59,815 $2,500 price drop",Oxford White,Dark Palazzo Gray,All-wheel Drive,–,E85 Flex Fuel,Automatic,3.5L V6 24V PDI DOHC Flexible Fuel,,,
2023 GMC Sierra 1500 AT4,,,,,,,,,,,,,
2022 Honda CR-V Hybrid EX,,,,,,,,,,,,,
2017 Audi A4 2.0T Premium Plus,,,,,,,,,,,,,
2022 Honda HR-V EX-L,,,,,,,,,,,,,
2019 Maserati Quattroporte S Q4,"301 Waukegan Rd Glenview, IL 60025","15,257 mi.","$43,999 $6,000 price drop",Bianco,Nero,All-wheel Drive,16–23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,None reported,Yes,No
2022 RAM 2500 Big Horn Crew Cab 4x4 6'4' Box,"200 W Grand Ave Elmhurst, IL 60126","4,446 mi.","$52,947 ",Billet Silver Metallic Clearcoat,Diesel Gray/Black,Four-wheel Drive,0–0,Diesel,Automatic,"Cummins 6.7L I-6 diesel direct injection, VVT intercooled turbo,",None reported,Yes,No
2011 Volkswagen GTI 2-Door,"1620 Waukegan Rd Glenview, IL 60025","47,259 mi.","$12,995 ",Gray,–,Front-wheel Drive,24–33,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,None reported,Yes,Yes
2009 INFINITI G37 x,"3128 W 147th St Posen, IL 60469","133,369 mi.","$6,999 ",Gray,Black,All-wheel Drive,17–25,Gasoline,Automatic,3.7L DOHC 24-valve V6 aluminum engine -inc: variable valve event,At least 1 accident or damage reported,No,No
2022 Porsche Taycan Cross Turismo Turbo S,"150 W Ogden Ave Westmont, IL 60559","3,700 mi.","$129,800 ",Gentian Blue Metallic,Basalt Black,All-wheel Drive,2-Speed Automatic,Electric,WP0BC2Y15NSA74201,UM6444,None reported,No,No
2021 Ford F-150 XLT,"1815 W. Ogden Ave Downers Grove, IL 60515","15,601 mi.","$45,900 ",Agate Black Metallic,Black,Four-wheel Drive,19–22,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,None reported,Yes,Yes
2022 Nissan Frontier PRO-4X,,"20,398 mi.","$29,898 $100 price drop",,,,,,,,,,
2014 Jeep Grand Cherokee Summit,"2311 Ogden Ave Downers Grove, IL 60515","96,277 mi.","$17,068 ",Bright White Clearcoat,Black,Four-wheel Drive,17–24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,At least 1 accident or damage reported,Yes,Yes
2024 Ford Explorer ST,"8100 West 159th Street Orland Park, IL 60462",10 mi.,"$61,990 MSRP $63,020",Stone Blue Metallic,Ebony,Four-wheel Drive,–,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,,,
2024 Chevrolet Silverado 1500 LT,"414 E North Ave Glendale Heights, IL 60139",2 mi.,"$51,085 $3,559 price drop",Radiant Red,Jet Black,Four-wheel Drive,18–21,Gasoline,Automatic,5.3L V8 16V GDI OHV,,,
2022 Volkswagen Taos 1.5T S,"18800 South Oak Park Ave Tinley Park, IL 60477","13,146 mi.","$25,998 ",Pure White,Gray / Black,All-wheel Drive,25–32,Gasoline,7-Speed Automatic with Auto-Shift,1.5L I4 16V GDI DOHC Turbo,None reported,Yes,Yes
2020 Chevrolet Traverse LT Cloth,"2110 Ogden Ave Lisle, IL 60532","114,955 mi.","$18,896 $100 price drop",Mosaic Black Metallic,Jet Black,All-wheel Drive,17–25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,None reported,No,No
2019 Toyota Yaris Sedan L,"2275 Aurora Ave Naperville, IL 60540","36,857 mi.","$16,533 $331 price drop",Chromium,Gray,Front-wheel Drive,32–40,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC,None reported,Yes,No
2012 Lexus LS 460 Base,"6540 95th St Oak Lawn, IL 60453","84,595 mi.","$20,998 ",Silver,Gray,Rear-wheel Drive,16–24,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,At least 1 accident or damage reported,Yes,No
2020 Cadillac XT6 Premium Luxury AWD,"5859 South La Grange Road Countryside, IL 60525","46,001 mi.","$33,971 $382 price drop",Crystal White Tri-Coat,Dark Auburn,All-wheel Drive,17–24,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,None reported,Yes,Yes
2024 Audi S4 Premium Plus,"7000 Golf Rd Morton Grove, IL 60053",9 mi.,"$62,990 ",–,–,All-wheel Drive,21–29,Gasoline,Automatic,Intercooled Turbo Premium Unleaded V-6 3.0 L/183,,,
2023 Ferrari Portofino M Base,,,,,,,,,,,,,
2016 Mercedes-Benz AMG G AMG G 63 4MATIC,"555 Executive Dr Willowbrook, IL 60527","59,386 mi.","$71,995 $4,000 price drop",Palladium Silver Metallic,Designo Black,All-wheel Drive,12–14,Gasoline,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,At least 1 accident or damage reported,No,No
2024 Jeep Grand Cherokee L Overland,"2800 Patriot Blvd Glenview, IL 60026",13 mi.,"$59,385 MSRP $65,385 $400 price drop",Baltic Gray,Global Black,Four-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 OHV,,,
2021 Lexus RC 300 F Sport,,,,,,,,,,,,,
2024 Jeep Wrangler 4xe High Altitude,,,,,,,,,,,,,
2021 INFINITI Q50 3.0t LUXE,"18800 South Oak Park Ave Tinley Park, IL 60477","28,700 mi.","$29,998 ",Midnight Black,Stone,All-wheel Drive,19–27,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,At least 1 accident or damage reported,Yes,Yes
2016 BMW X5 xDrive50i,"2110 Ogden Ave Lisle, IL 60532","94,937 mi.","$22,491 $300 price drop",Alpine White,Black,All-wheel Drive,15–21,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,At least 1 accident or damage reported,No,No
2022 Lexus NX 250 Base,,"8,497 mi.","$41,995 ",,,,,,,,,,
2024 Ford F-250 XL,,,,,,,,,,,,,
2024 Mercedes-Benz Sprinter 2500 144 WB,"1000 W Golf Road Hoffman Estates, IL 60169",11 mi.,"$81,743 MSRP $81,743",Brilliant Blue,Black,–,–,Diesel,9-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,,,
2023 BMW X5 M Base,,"14,260 mi.","$97,800 ",,,,,,,,,,
2018 Ford F-150 XLT,"1 Sherwood Terrace Lake Bluff, IL 60044","93,515 mi.","$27,966 ",White,Medium Earth Gray,Four-wheel Drive,–,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,None reported,No,No
2018 Ferrari GTC4Lusso T,"990 N Shore Dr Lake Bluff, IL 60044","7,543 mi.","$199,900 ",Black,Black,Rear-wheel Drive,15–21,Gasoline,7-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,None reported,No,No
2017 Chevrolet Silverado 1500 LT,"1515 W Ogden Ave Naperville, IL 60540","142,124 mi.","$22,508 $1,182 price drop",Siren Red Tintcoat,Black,Four-wheel Drive,22,Gasoline,6-Speed Electronically Controlled Automatic with O,5.3L V8 16V GDI OHV,None reported,No,No
2024 Chevrolet Silverado 2500 WT,"1 Sherwood Terrace Lake Bluff, IL 60044",9 mi.,"$50,654 $1,000 price drop",Summit White,Black,Four-wheel Drive,–,Gasoline,10-Speed Automatic,6.6L V8 16V GDI OHV,,,
2017 Cadillac CT6 3.6L Premium Luxury,"4580 N Elston Ave Chicago, IL 60630","92,377 mi.","$21,985 ",Phantom Gray Metallic,Light Platinum / Jet Black,All-wheel Drive,18–27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,At least 1 accident or damage reported,No,No
2024 Hyundai Venue SEL,"6750 W Grand Ave Chicago, IL 60707",10 mi.,"$23,269 MSRP $23,825",Lunar White,Gray,Front-wheel Drive,–,Gasoline,IVT,1.6L I4 16V MPFI DOHC,,,
2021 Toyota Corolla LE,,"67,826 mi.","$18,795 $213 price drop",,,,,,,,,,
2022 Mercedes-Benz AMG GLE 63 S,,,,,,,,,,,,,
2019 Mercedes-Benz AMG GT Base,"1850 Holste Rd Northbrook, IL 60062","30,685 mi.","$84,800 ",designo Diamond White Metallic,Black,All-wheel Drive,15–20,Gasoline,9-Speed Automatic,V8,None reported,No,No
2004 Volvo S80 T6,"Steve from Elk Grove Village, IL 60007","188,000 mi.","$4,000 ",White,Beige,Front-wheel Drive,Gasoline,A/T,194.0HP 2.9L Straight 6 Cylinder Engine Gasoline Fuel,YV1TS92D641342221,At least 1 accident or damage reported,Yes,No
2017 Jaguar F-PACE S,"545 E. North Ave. Carol Stream, IL 60188","48,994 mi.","$26,995 ",Ammonite Grey,Brogue / Jet,All-wheel Drive,18–23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,None reported,No,No
2018 Jaguar F-PACE 30t Premium,"2110 Ogden Ave Lisle, IL 60532","65,410 mi.","$21,492 $250 price drop",Narvik Black,Ebony,All-wheel Drive,22–27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,None reported,No,No
2017 RAM 1500 Express,"2110 Ogden Ave Lisle, IL 60532","51,315 mi.","$24,976 $969 price drop",True Blue Pearlcoat,Diesel Gray,Four-wheel Drive,16–23,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,At least 1 accident or damage reported,Yes,No
2023 Jeep Renegade Trailhawk,"208 W Golf Rd Schaumburg, IL 60195","4,551 mi.","$23,430 $1,702 price drop",Black Clearcoat,Black,Four-wheel Drive,22–27,Gasoline,9-Speed 948TE Automatic,"1.3L I-4 gasoline direct injection, Multiair variable valve cont",,,
2024 Land Rover Range Rover Sport Dynamic SE,,,,,,,,,,,,,
2024 Acura Integra A-SPEC,,12 mi.,"$35,595 MSRP $35,595",Apex Blue Pearl,Ebony,Front-wheel Drive,29–36,Gasoline,Automatic,"1.5L I-4 gasoline direct injection, DOHC, VTEC variable valve co",,,
2016 BMW ALPINA B6 Gran Coupe Base,"James from Naperville, IL 60565","47,700 mi.","$47,999 ",Black,Black,All-wheel Drive,Gasoline,A/T,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,WBA6D6C58GGK18310,None reported,Yes,No
2021 Mercedes-Benz AMG G 63 Base,,"34,434 mi.","$166,489 ",,,,,,,,,,
2020 Jeep Wrangler Unlimited Sahara,,,,,,,,,,,,,
2024 Jeep Wrangler Sport S,"1565 West Ogden Avenue Naperville, IL 60540","1,024 mi.","$41,977 $1,000 price drop",Black Clearcoat,Black,Four-wheel Drive,20–21,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, premi",None reported,Yes,No
2024 Genesis G90 3.5T e-SC AWD,"2720 South Michigan Avenue Chicago, IL 60616",26 mi.,"$101,605 MSRP $101,605",Vik Black,Black Monotone,All-wheel Drive,17–24,Gasoline,8-Speed Automatic,"3.5L V-6 port/direct injection, DOHC, variable valve control, tw",,,
2017 Cadillac CT6 3.6L Standard,,,,,,,,,,,,,
2017 Cadillac CT6 3.6L Platinum,"7373 N Cicero Ave Lincolnwood, IL 60712","70,849 mi.","$35,501 ",Crystal White Tricoat,Jet Black,All-wheel Drive,18–27,Gasoline,8-Speed Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",At least 1 accident or damage reported,Yes,No
2024 Genesis G90 3.5T e-SC,,,,,,,,,,,,,
2017 Cadillac CT6 3.6L Luxury,"1030 Republic Dr Addison, IL 60101","19,702 mi.","$33,950 ",Radiant Silver Metallic,Light Platinum w/Jet Black Accents,All-wheel Drive,18–27,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",None reported,No,No
2016 Lexus RC 300 Base,,,,,,,,,,,,,
2024 Genesis G90 3.5T e-SC,"1866 Ogden Avenue Downers Grove, IL 60515",2 mi.,"$101,705 MSRP $101,705",Uyuni White,Black,All-wheel Drive,17–24,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,,,
2023 Nissan Maxima 3.5 Platinum,"1601 Ogden Ave. Downers Grove, IL 60515","8,894 mi.","$36,207 $580 price drop",Super Black,Cashmere,Front-wheel Drive,20–30,Gasoline,CVT with Xtronic,"VQ 3.5L V-6 gasoline direct injection, DOHC, CVTCS variable valv",None reported,Yes,No
2016 Cadillac CT6 3.6L Luxury,"1644 Ogden Ave Downers Grove, IL 60515","57,119 mi.","$24,985 ",Dark Emerald Metallic,Gray,All-wheel Drive,18–27,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",None reported,Yes,No
2014 Audi A8 L 3.0T,,,,,,,,,,,,,
2024 Chevrolet Silverado 1500 Custom Trail Boss,"414 E North Ave Glendale Heights, IL 60139",2 mi.,"$48,218 $500 price drop",Red,Jet Black,Four-wheel Drive,16–17,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,,,
2024 Ford Bronco Outer Banks,"9809 Indianapolis Blvd Highland, IN 46322",10 mi.,"$51,660 ",Velocity Blue Metallic,Roast,Four-wheel Drive,20–21,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,,,
2024 Kia Forte GT-Line,"1400 E Dundee Rd Palatine, IL 60074",163 mi.,"$21,775 MSRP $23,710",Currant Red,Black,Front-wheel Drive,28–39,Gasoline,Automatic,"2L I-4 DOHC, D-CVVT variable valve control, regular unleaded, en",,,
2018 Cadillac CT6 3.0L Twin Turbo Platinum,,"70,088 mi.","$36,641 ",,,,,,,,,,
2024 Acura MDX Technology Package,,,,,,,,,,,,,
2020 Cadillac CT6 Luxury,,,,,,,,,,,,,
2024 Mercedes-Benz C-Class C 300 4MATIC,"1569 W. Ogden Ave. Naperville, IL 60540",440 mi.,"$52,055 ",Graphite Gray Metallic,Sienna Brown,All-wheel Drive,23–33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2024 Chevrolet Equinox 1LT,"1 Sherwood Terrace Lake Bluff, IL 60044",7 mi.,"$32,660 $1,000 price drop",Mosaic Black Metallic,Jet Black,All-wheel Drive,24–30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,,,
2024 Jeep Grand Cherokee Altitude,"1565 West Ogden Avenue Naperville, IL 60540",9 mi.,"$39,803 MSRP $47,530",Silver Zynith,Global Black,Four-wheel Drive,19–26,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, regular unleade",,,
2024 Audi Q3 S line Premium Plus 45 TFSI quattro,"1523 W North Ave Chicago, IL 60642",3 mi.,"$45,355 ",MYTHOS BLACK,BLACK INT,All-wheel Drive,20–28,Gasoline,Automatic,2.0L 4-Cyl Engine,,,
1997 Jaguar Vanden Plas Base,,,,,,,,,,,,,
2024 Subaru Crosstrek Wilderness,,,,,,,,,,,,,
2024 Subaru Crosstrek Premium,"6191 Joliet Rd Countryside, IL 60525",10 mi.,"$28,782 ",Crystal White Pearl,Black,All-wheel Drive,27–34,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,,,
2023 Subaru WRX Limited,"6191 Joliet Rd Countryside, IL 60525",6 mi.,"$36,857 ",Crystal Black Silica,Black,All-wheel Drive,19–26,Gasoline,6-Speed Manual,2.4L H4 16V GDI DOHC Turbo,,,
2013 Ford F-350 King Ranch,,"140,615 mi.","$33,995 ",–,–,Four-wheel Drive,0–0,Diesel,Auto HD 6-Spd SelectShift,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",,,
2023 Honda Civic Type R Base,,,,,,,,,,,,,
2018 Audi Q7 3.0T Prestige,,,,,,,,,,,,,
2024 Mercedes-Benz EQE 350 Base 4MATIC,"200 E Ogden Ave Westmont, IL 60559",6 mi.,"$83,575 ",Polar White,Black,All-wheel Drive,1-Speed Automatic,Electric,W1KEG1CB9RF050495,RF050495,,,
2023 Honda Civic Type R Base,"2000 Frontage Rd Glencoe, IL 60022","7,780 mi.","$51,998 ",Blue,Red,Front-wheel Drive,22–28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,,,
2023 Ford F-150 XLT,,,,,,,,,,,,,
2018 Cadillac CT6 3.0L Twin Turbo Platinum,"8425 159th St Tinley Park, IL 60487","50,995 mi.","$39,950 ",Crystal White Tri-Coat,Very Light Cashmere,All-wheel Drive,18–26,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,None reported,No,No
2018 Cadillac CT6 3.6L Premium Luxury,"8425 159th St Tinley Park, IL 60487","74,484 mi.","$28,550 $400 price drop",Stone Gray Metallic,Light Platinum,All-wheel Drive,18–27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,At least 1 accident or damage reported,No,No
2023 Chevrolet Trailblazer LT,"18800 South Oak Park Ave Tinley Park, IL 60477","1,438 mi.","$26,998 ",White,Black,Front-wheel Drive,29–31,Gasoline,Automatic CVT,1.2L I3 12V GDI DOHC Turbo,,,
2024 Subaru Outback Onyx Edition XT,,,,,,,,,,,,,
2018 Honda Civic Type R Touring,,,,,,,,,,,,,
2016 Cadillac CT6 3.0L Twin Turbo Platinum,,,,,,,,,,,,,
2018 Cadillac CT6 2.0L Turbo Luxury,,"70,885 mi.","$26,495 $500 price drop",,,,,,,,,,
2022 BMW X5 M Base,"Ryan from Chicago, IL 60622","21,500 mi.","$89,500 ",White,Black,All-wheel Drive,Gasoline,8-Speed A/T,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,5YMJU0C08N9J30087,None reported,Yes,Yes
2014 Volkswagen Touareg X,"3325 W Montrose Ave Chicago, IL 60618","133,204 mi.","$10,788 $483 price drop",Pure White,Cornsilk Beige,All-wheel Drive,17–23,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",At least 1 accident or damage reported,Yes,No
2024 Hyundai Venue SEL,,,,,,,,,,,,,
2023 Toyota Highlander LE,,,,,,,,,,,,,
2006 Mazda RX-8 Base,"594 W Lake St Elmhurst, IL 60126","57,950 mi.","$11,995 ",Phantom Blue Mica,Black,Rear-wheel Drive,18–25,Gasoline,6-Speed Automatic,1.3L Rotary MPFI OHV,None reported,No,No
2022 Jeep Wrangler Unlimited Sport,,,,,,,,,,,,,
2023 Honda Civic Type R Base,,,,,,,,,,,,,
2015 BMW 435 Gran Coupe i xDrive,,,,,,,,,,,,,
2016 Audi Q3 2.0T Prestige,,,,,,,,,,,,,
2012 Volkswagen GTI 2-Door,,,,,,,,,,,,,
2024 Hyundai Tucson Limited,,,,,,,,,,,,,
2024 Nissan Kicks SV,,,,,,,,,,,,,
2021 Chevrolet Tahoe LT,,,,,,,,,,,,,
2024 Nissan Kicks SV,,,,,,,,,,,,,
2021 Ford Explorer ST,,,,,,,,,,,,,
2013 Volkswagen Touareg TDI Lux,,,,,,,,,,,,,
2024 Mercedes-Benz Sprinter 2500 Standard Roof,"407 Skokie Hwy Lake Bluff, IL 60044",10 mi.,"$61,576 ",Arctic White,Black,Rear-wheel Drive,–,Diesel,9-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,,,
2021 Chevrolet Blazer 2LT,,"34,190 mi.","$26,867 ",,,,,,,,,,
2024 Volkswagen Atlas 2.0T SE,,,,,,,,,,,,,
2015 BMW 435 Gran Coupe i,"7601 Skokie Blvd Skokie, IL 60077","86,232 mi.","$16,491 $500 price drop",Alpine White,Black,Rear-wheel Drive,21–32,Gasoline,8-Speed Automatic,"3L I-6 gasoline direct injection, DOHC, variable valve control,",None reported,No,No
2019 Toyota Highlander Hybrid Limited,"6900 Dempster St Morton Grove, IL 60053","46,592 mi.","$33,433 $102 price drop",Blizzard Pearl,Saddle Tan,All-wheel Drive,29–27,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,At least 1 accident or damage reported,Yes,No
2024 Chevrolet Silverado 1500 RST,"9510 Joliet Rd Hodgkins, IL 60525",10 mi.,"$59,807 MSRP $62,955 $648 price drop",Black,Black,Four-wheel Drive,18–21,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,,,
2017 Volkswagen Tiguan 2.0T Sport,,"80,832 mi.","$14,350 ",,,,,,,,,,
2017 Ferrari California T,"420 E. Ogden Ave. Hinsdale, IL 60521","13,140 mi.","$154,999 ",Nero DS 1250,Nero,Rear-wheel Drive,16–23,Gasoline,7-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,None reported,No,No
2013 Cadillac XTS Luxury,"530 W Grand Ave Elmhurst, IL 60126","113,994 mi.","$11,999 ",Pewter,Red,All-wheel Drive,17–26,Gasoline,Automatic,"Engine, 3.6L SIDI DOHC V6 VVT (304 hp [224 kW @ 6800 rpm, 264 lb",None reported,No,No
2024 Honda Civic Sport,"300 W Grand Ave Elmhurst, IL 60126",3 mi.,"$27,100 ",Sonic Gray Pearl,Black,Front-wheel Drive,30–37,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,,,
2010 Volkswagen GTI 4-Door,"555 S IL Route 83 Elmhurst, IL 60126","111,102 mi.","$8,595 $300 price drop",Gray,Titan Black,Front-wheel Drive,21–31,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,At least 1 accident or damage reported,Yes,No
2013 Volkswagen GTI 4-Door,"404 E North Ave Lombard, IL 60148","96,481 mi.","$13,990 ",United Gray Metallic,Interlagos,Front-wheel Drive,24–33,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,At least 1 accident or damage reported,No,No
2015 Subaru XV Crosstrek Hybrid Base,"350 S Lalonde Ave ADDISON, IL 60101","118,886 mi.","$11,945 ",Ice Silver Metallic,Black,All-wheel Drive,0–0,Hybrid,CVT,2.0L 4 CYLINDER,At least 1 accident or damage reported,No,No
2018 Ford Fiesta SE 4dr Hatchback,"1233 Ogden Ave Downers Grove, IL 60515","59,453 mi.","$10,490 $260 price drop",White,Black,Front-wheel Drive,37–37,Gasoline,Automatic 6-Speed,1.6L I4,None reported,No,No
2024 Nissan Armada SL,"8550 W 159th St Orland Park, IL 60462",2 mi.,"$62,697 ",Aspen White,Charcoal,Four-wheel Drive,13–18,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,,,
2019 Lincoln Navigator Standard,"2110 Ogden Ave Lisle, IL 60532","82,234 mi.","$31,616 $250 price drop",Silver Jade Metallic,Ebony,Four-wheel Drive,16–21,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,At least 1 accident or damage reported,No,No
2024 Lexus NX 450h+ F SPORT Handling,"350 E Golf Rd Schaumburg, IL 60173",437 mi.,"$64,777 $3,200 price drop",Ultra White,Black,All-wheel Drive,0–0,Gasoline,Automatic,"2.5L I-4 port/direct injection, DOHC, variable valve control, pr",None reported,Yes,No
2015 Cadillac XTS Base,"452 W Fifth Avenue Naperville, IL 60563","196,479 mi.","$5,999 ",Black Raven,Jet Black,Front-wheel Drive,18–0,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",At least 1 accident or damage reported,No,No
2024 Chevrolet Tahoe LT,,2 mi.,"$69,995 $1,525 price drop",,,,,,,,,,
2016 Ford Explorer XLT,"4400 South Archer Avenue Chicago, IL 60632","125,376 mi.","$16,995 ",Shadow Black,Black,Four-wheel Drive,16–23,Gasoline,Automatic,"3.5L V-6 DOHC, variable valve control, regular unleaded, engine",At least 1 accident or damage reported,No,No
2020 Genesis G90 5.0 Ultimate,"7373 N Cicero Ave Lincolnwood, IL 60712","23,094 mi.","$48,501 ",Gold Coast Silver,Havana/Dark Brown,All-wheel Drive,15–23,Gasoline,8-Speed Automatic with SHIFTRONIC,"Tau 5L V-8 gasoline direct injection, DOHC, D-CVVT variable valv",None reported,Yes,Yes
2021 Cadillac XT5 Sport,"6201 South La Grange Road Hodgkins, IL 60525","24,952 mi.","$36,497 $301 price drop",Stellar Black Metallic,Black,All-wheel Drive,18–26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,At least 1 accident or damage reported,Yes,No
2018 Mercedes-Benz AMG E 63 S 4MATIC,"5240 Golf Road Skokie, IL 60077","49,852 mi.","$57,372 $600 price drop",Black,Black,All-wheel Drive,19–25,Gasoline,Automatic,"AMG 4L V-8 gasoline direct injection, DOHC, variable valve contr",None reported,No,No
2021 Jeep Grand Cherokee Limited,"200 W Grand Ave Elmhurst, IL 60126","84,443 mi.","$27,495 $432 price drop",Diamond Black Crystal Pearlcoat,Black,Four-wheel Drive,14–22,Gasoline,Automatic,"HEMI 5.7L V-8 VVT variable valve control, regular unleaded, engi",None reported,Yes,No
2004 Lexus LS 430 Base (A6),"7585 S Madison St Unit A Burr Ridge, IL 60527","95,135 mi.","$10,995 ",White,Beige,Rear-wheel Drive,18–25,Gasoline,6-Speed Automatic,4.3L V8 32V MPFI DOHC,At least 1 accident or damage reported,No,No
2014 Cadillac XTS Luxury,"404 E North Ave Lombard, IL 60148","140,584 mi.","$11,490 ",Graphite Metallic,Jet Black,Front-wheel Drive,18–28,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,At least 1 accident or damage reported,Yes,No
2023 Toyota GR86 Base,"725 W Roosevelt Rd Lombard, IL 60148","5,990 mi.","$34,995 ",Pavement,Black,Rear-wheel Drive,21–31,Gasoline,6-Speed Automatic,2.4L H4 16V PDI DOHC,None reported,Yes,No
2020 Buick Encore GX Select,"2311 Ogden Ave Downers Grove, IL 60515","25,751 mi.","$20,281 $109 price drop",Ebony Twilight Metallic,Whisper Beige,Front-wheel Drive,26–30,Gasoline,Automatic CVT,1.3L I3 12V MPFI DOHC Turbo,At least 1 accident or damage reported,Yes,No
2014 Cadillac XTS Luxury,"8425 159th St Tinley Park, IL 60487","79,319 mi.","$16,950 ",Radiant Silver Metallic,Medium Titanium / Jet Black,Front-wheel Drive,18–28,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,None reported,No,No
2021 Chevrolet Trailblazer LS,"18800 South Oak Park Ave Tinley Park, IL 60477","41,832 mi.","$21,998 ",Gray,Black,Front-wheel Drive,28–31,Gasoline,Automatic CVT,1.2L I3 12V GDI DOHC Turbo,,,
